student,question,qDetail,answer
68,1b,Your grade level,NA
68,2,How would you rate this field trip on a scale from 0 to 10? ,9
68,3a,Write three words or short phrases below that best describe how the program made you feel.,Happy
68,3b,Write three words or short phrases below that best describe how the program made you feel.,Genius
68,3c,Write three words or short phrases below that best describe how the program made you feel.,Bird whisper
68,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
68,4b,"If yes, what will you do?",I'm going to clean my bird house but first make one
68,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
68,6a,I believe in myself.,10
68,6b,I feel it is important to take good care of the environment.,9
68,6c,"Humans are a part of nature, not separate from it.",10
68,6d,I have the power to protect the environment.,10
68,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
68,6f,I can make a difference in my community.,9
68,7a,How different parts of the environment interact with each other.,8
68,7b,How people can change the environment.,8
68,7c,How changes in the environment can impact my life.,9
68,7d,How my actions affect the environment.,8
68,8a,Science.,10
68,8b,How to research things I am curious about.,9
68,8c,Learning about new subjects in school.,10
68,8d,Learning more about nature.,10
68,9a,Solving problems,9
68,9b,Using science to answer a question,9
68,9c,Listening to other people’s points of view,10
68,9d,Knowing how to do research,8
68,10a,Taught me something that will be useful to me in my future.,9
68,10b,Made me curious about something.,8
68,10c,Really made me think.,10
68,10d,Made me realize something I never imagined before.,10
68,10e,Made me think differently about the choices I make in my life.,8
68,11a,Help to protect the environment.,10
68,11b,Spend more time outside.,9
68,11c,Make a positive difference in my community.,10
68,11d,Listen more to other people's points of view.,7
68,11e,Talk with others about ways to protect the environment.,7
68,11f,Cooperate more with my classmates.,8
68,11g,Work harder in school.,10
68,11h,Pay more attention in class.,8
68,12a,I want to visit this place again.,10
68,12b,Knowing this place exists makes me feel good.,10
68,12c,I care about this place.,10
68,13,Are you a girl or a boy?,Boy
68,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
69,1a,Your school’s name ,John J Duggan Academy
69,1b,Your grade level,8
69,2,How would you rate this field trip on a scale from 0 to 10? ,10
69,3a,Write three words or short phrases below that best describe how the program made you feel.,Envoled
69,3b,Write three words or short phrases below that best describe how the program made you feel.,Happy
69,3c,Write three words or short phrases below that best describe how the program made you feel.,Active
69,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
69,4b,"If yes, what will you do?",Put up feeder and clean up
69,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
69,6a,I believe in myself.,8
69,6b,I feel it is important to take good care of the environment.,10
69,6c,"Humans are a part of nature, not separate from it.",8
69,6d,I have the power to protect the environment.,7
69,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
69,6f,I can make a difference in my community.,8
69,7a,How different parts of the environment interact with each other.,5
69,7b,How people can change the environment.,9
69,7c,How changes in the environment can impact my life.,NA
69,7d,How my actions affect the environment.,NA
69,8a,Science.,5
69,8b,How to research things I am curious about.,6
69,8c,Learning about new subjects in school.,7
69,8d,Learning more about nature.,8
69,9a,Solving problems,7
69,9b,Using science to answer a question,9
69,9c,Listening to other people’s points of view,8
69,9d,Knowing how to do research,9
69,10a,Taught me something that will be useful to me in my future.,7
69,10b,Made me curious about something.,8
69,10c,Really made me think.,9
69,10d,Made me realize something I never imagined before.,7
69,10e,Made me think differently about the choices I make in my life.,8
69,11a,Help to protect the environment.,NA
69,11b,Spend more time outside.,NA
69,11c,Make a positive difference in my community.,NA
69,11d,Listen more to other people's points of view.,NA
69,11e,Talk with others about ways to protect the environment.,NA
69,11f,Cooperate more with my classmates.,NA
69,11g,Work harder in school.,NA
69,11h,Pay more attention in class.,NA
69,12a,I want to visit this place again.,NA
69,12b,Knowing this place exists makes me feel good.,NA
69,12c,I care about this place.,NA
69,13,Are you a girl or a boy?,Girl
69,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic Descent"
70,1a,Your school’s name ,John J Duggan Academy
70,1b,Your grade level,8
70,2,How would you rate this field trip on a scale from 0 to 10? ,10
70,3a,Write three words or short phrases below that best describe how the program made you feel.,Amazed
70,3b,Write three words or short phrases below that best describe how the program made you feel.,Curious
70,3c,Write three words or short phrases below that best describe how the program made you feel.,Adventreous
70,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
70,4b,"If yes, what will you do?",Put up more bird feeders and bird baths.
70,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",10
70,6a,I believe in myself.,9
70,6b,I feel it is important to take good care of the environment.,10
70,6c,"Humans are a part of nature, not separate from it.",9
70,6d,I have the power to protect the environment.,10
70,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
70,6f,I can make a difference in my community.,10
70,7a,How different parts of the environment interact with each other.,10
70,7b,How people can change the environment.,10
70,7c,How changes in the environment can impact my life.,10
70,7d,How my actions affect the environment.,10
70,8a,Science.,9
70,8b,How to research things I am curious about.,10
70,8c,Learning about new subjects in school.,10
70,8d,Learning more about nature.,9
70,9a,Solving problems,8
70,9b,Using science to answer a question,7
70,9c,Listening to other people’s points of view,9
70,9d,Knowing how to do research,9
70,10a,Taught me something that will be useful to me in my future.,10
70,10b,Made me curious about something.,10
70,10c,Really made me think.,10
70,10d,Made me realize something I never imagined before.,10
70,10e,Made me think differently about the choices I make in my life.,10
70,11a,Help to protect the environment.,9
70,11b,Spend more time outside.,10
70,11c,Make a positive difference in my community.,9
70,11d,Listen more to other people's points of view.,10
70,11e,Talk with others about ways to protect the environment.,10
70,11f,Cooperate more with my classmates.,10
70,11g,Work harder in school.,9
70,11h,Pay more attention in class.,9
70,12a,I want to visit this place again.,10
70,12b,Knowing this place exists makes me feel good.,9
70,12c,I care about this place.,10
70,13,Are you a girl or a boy?,Girl
70,14,Which of the following best describes your racial or ethnic background?,"Mixed (two or more races) Black, not Hispanic descent"
71,1a,Your school’s name ,John J Duggan Academy
71,1b,Your grade level,8
71,2,How would you rate this field trip on a scale from 0 to 10? ,9
71,3a,Write three words or short phrases below that best describe how the program made you feel.,awesome
71,3b,Write three words or short phrases below that best describe how the program made you feel.,smarter
71,3c,Write three words or short phrases below that best describe how the program made you feel.,happy
71,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
71,4b,"If yes, what will you do?",I will leave my cat indoors.
71,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",10
71,6a,I believe in myself.,10
71,6b,I feel it is important to take good care of the environment.,10
71,6c,"Humans are a part of nature, not separate from it.",10
71,6d,I have the power to protect the environment.,10
71,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
71,6f,I can make a difference in my community.,8
71,7a,How different parts of the environment interact with each other.,10
71,7b,How people can change the environment.,10
71,7c,How changes in the environment can impact my life.,10
71,7d,How my actions affect the environment.,10
71,8a,Science.,10
71,8b,How to research things I am curious about.,10
71,8c,Learning about new subjects in school.,10
71,8d,Learning more about nature.,10
71,9a,Solving problems,10
71,9b,Using science to answer a question,10
71,9c,Listening to other people’s points of view,10
71,9d,Knowing how to do research,10
71,10a,Taught me something that will be useful to me in my future.,10
71,10b,Made me curious about something.,10
71,10c,Really made me think.,10
71,10d,Made me realize something I never imagined before.,10
71,10e,Made me think differently about the choices I make in my life.,10
71,11a,Help to protect the environment.,9
71,11b,Spend more time outside.,9
71,11c,Make a positive difference in my community.,9
71,11d,Listen more to other people's points of view.,9
71,11e,Talk with others about ways to protect the environment.,9
71,11f,Cooperate more with my classmates.,9
71,11g,Work harder in school.,9
71,11h,Pay more attention in class.,9
71,12a,I want to visit this place again.,10
71,12b,Knowing this place exists makes me feel good.,10
71,12c,I care about this place.,10
71,13,Are you a girl or a boy?,Boy
71,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
72,1a,Your school’s name ,John J Duggan Academy
72,1b,Your grade level,8
72,2,How would you rate this field trip on a scale from 0 to 10? ,8
72,3a,Write three words or short phrases below that best describe how the program made you feel.,Fun
72,3b,Write three words or short phrases below that best describe how the program made you feel.,Educational
72,3c,Write three words or short phrases below that best describe how the program made you feel.,Great
72,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
72,4b,"If yes, what will you do?",NA
72,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",7
72,6a,I believe in myself.,0
72,6b,I feel it is important to take good care of the environment.,10
72,6c,"Humans are a part of nature, not separate from it.",10
72,6d,I have the power to protect the environment.,8
72,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
72,6f,I can make a difference in my community.,5
72,7a,How different parts of the environment interact with each other.,6
72,7b,How people can change the environment.,8
72,7c,How changes in the environment can impact my life.,9
72,7d,How my actions affect the environment.,6
72,8a,Science.,10
72,8b,How to research things I am curious about.,9
72,8c,Learning about new subjects in school.,9
72,8d,Learning more about nature.,9
72,9a,Solving problems,5
72,9b,Using science to answer a question,7
72,9c,Listening to other people’s points of view,8
72,9d,Knowing how to do research,8
72,10a,Taught me something that will be useful to me in my future.,8
72,10b,Made me curious about something.,6
72,10c,Really made me think.,8
72,10d,Made me realize something I never imagined before.,8
72,10e,Made me think differently about the choices I make in my life.,8
72,11a,Help to protect the environment.,6
72,11b,Spend more time outside.,8
72,11c,Make a positive difference in my community.,8
72,11d,Listen more to other people's points of view.,NA
72,11e,Talk with others about ways to protect the environment.,9
72,11f,Cooperate more with my classmates.,4
72,11g,Work harder in school.,7
72,11h,Pay more attention in class.,8
72,12a,I want to visit this place again.,6
72,12b,Knowing this place exists makes me feel good.,6
72,12c,I care about this place.,6
72,13,Are you a girl or a boy?,Rather not say
72,14,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
73,1a,Your school’s name ,John J Duggan Academy
73,1b,Your grade level,8
73,2,How would you rate this field trip on a scale from 0 to 10? ,7
73,3a,Write three words or short phrases below that best describe how the program made you feel.,Relaxes
73,3b,Write three words or short phrases below that best describe how the program made you feel.,Interesting
73,3c,Write three words or short phrases below that best describe how the program made you feel.,Cool
73,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
73,4b,"If yes, what will you do?",NA
73,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
73,6a,I believe in myself.,7
73,6b,I feel it is important to take good care of the environment.,10
73,6c,"Humans are a part of nature, not separate from it.",10
73,6d,I have the power to protect the environment.,8
73,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,8
73,6f,I can make a difference in my community.,7
73,7a,How different parts of the environment interact with each other.,8
73,7b,How people can change the environment.,8
73,7c,How changes in the environment can impact my life.,9
73,7d,How my actions affect the environment.,7
73,8a,Science.,6
73,8b,How to research things I am curious about.,7
73,8c,Learning about new subjects in school.,8
73,8d,Learning more about nature.,8
73,9a,Solving problems,8
73,9b,Using science to answer a question,6
73,9c,Listening to other people’s points of view,9
73,9d,Knowing how to do research,8
73,10a,Taught me something that will be useful to me in my future.,7
73,10b,Made me curious about something.,8
73,10c,Really made me think.,7
73,10d,Made me realize something I never imagined before.,7
73,10e,Made me think differently about the choices I make in my life.,7
73,11a,Help to protect the environment.,8
73,11b,Spend more time outside.,8
73,11c,Make a positive difference in my community.,8
73,11d,Listen more to other people's points of view.,8
73,11e,Talk with others about ways to protect the environment.,8
73,11f,Cooperate more with my classmates.,8
73,11g,Work harder in school.,8
73,11h,Pay more attention in class.,8
73,12a,I want to visit this place again.,6
73,12b,Knowing this place exists makes me feel good.,7
73,12c,I care about this place.,7
73,13,Are you a girl or a boy?,Girl
73,14,Which of the following best describes your racial or ethnic background?,Mixed(two or more races)
74,1a,Your school’s name ,John J Duggan Academy
74,1b,Your grade level,NA
74,2,How would you rate this field trip on a scale from 0 to 10? ,5
74,3a,Write three words or short phrases below that best describe how the program made you feel.,made me adventurus
74,3b,Write three words or short phrases below that best describe how the program made you feel.,made me want to learn more
74,3c,Write three words or short phrases below that best describe how the program made you feel.,made me want to experience more
74,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
74,4b,"If yes, what will you do?",NA
74,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",6
74,6a,I believe in myself.,7
74,6b,I feel it is important to take good care of the environment.,8
74,6c,"Humans are a part of nature, not separate from it.",9
74,6d,I have the power to protect the environment.,2
74,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
74,6f,I can make a difference in my community.,3
74,7a,How different parts of the environment interact with each other.,6
74,7b,How people can change the environment.,5
74,7c,How changes in the environment can impact my life.,8
74,7d,How my actions affect the environment.,7
74,8a,Science.,5
74,8b,How to research things I am curious about.,7
74,8c,Learning about new subjects in school.,7
74,8d,Learning more about nature.,3
74,9a,Solving problems,7
74,9b,Using science to answer a question,7
74,9c,Listening to other people’s points of view,7
74,9d,Knowing how to do research,7
74,10a,Taught me something that will be useful to me in my future.,5
74,10b,Made me curious about something.,5
74,10c,Really made me think.,5
74,10d,Made me realize something I never imagined before.,5
74,10e,Made me think differently about the choices I make in my life.,5
74,11a,Help to protect the environment.,5
74,11b,Spend more time outside.,6
74,11c,Make a positive difference in my community.,6
74,11d,Listen more to other people's points of view.,6
74,11e,Talk with others about ways to protect the environment.,5
74,11f,Cooperate more with my classmates.,6
74,11g,Work harder in school.,10
74,11h,Pay more attention in class.,10
74,12a,I want to visit this place again.,4
74,12b,Knowing this place exists makes me feel good.,4
74,12c,I care about this place.,4
74,13,Are you a girl or a boy?,Girl
74,14,Which of the following best describes your racial or ethnic background?,Hispanic
75,1a,Your school’s name ,John J Duggan Academy
75,1b,Your grade level,8
75,2,How would you rate this field trip on a scale from 0 to 10? ,7
75,3a,Write three words or short phrases below that best describe how the program made you feel.,excited
75,3b,Write three words or short phrases below that best describe how the program made you feel.,engaged
75,3c,Write three words or short phrases below that best describe how the program made you feel.,adventurous
75,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
75,4b,"If yes, what will you do?",NA
75,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
75,6a,I believe in myself.,10
75,6b,I feel it is important to take good care of the environment.,10
75,6c,"Humans are a part of nature, not separate from it.",10
75,6d,I have the power to protect the environment.,10
75,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
75,6f,I can make a difference in my community.,10
75,7a,How different parts of the environment interact with each other.,5
75,7b,How people can change the environment.,5
75,7c,How changes in the environment can impact my life.,0
75,7d,How my actions affect the environment.,0
75,8a,Science.,10
75,8b,How to research things I am curious about.,10
75,8c,Learning about new subjects in school.,10
75,8d,Learning more about nature.,0
75,9a,Solving problems,8
75,9b,Using science to answer a question,8
75,9c,Listening to other people’s points of view,10
75,9d,Knowing how to do research,10
75,10a,Taught me something that will be useful to me in my future.,5
75,10b,Made me curious about something.,8
75,10c,Really made me think.,3
75,10d,Made me realize something I never imagined before.,7
75,10e,Made me think differently about the choices I make in my life.,0
75,11a,Help to protect the environment.,7
75,11b,Spend more time outside.,0
75,11c,Make a positive difference in my community.,7
75,11d,Listen more to other people's points of view.,10
75,11e,Talk with others about ways to protect the environment.,4
75,11f,Cooperate more with my classmates.,10
75,11g,Work harder in school.,10
75,11h,Pay more attention in class.,10
75,12a,I want to visit this place again.,6
75,12b,Knowing this place exists makes me feel good.,2
75,12c,I care about this place.,8
75,13,Are you a girl or a boy?,Boy
75,14,Which of the following best describes your racial or ethnic background?,Hispanic
76,1a,Your school’s name ,John J Duggan Academy
76,1b,Your grade level,8
76,2,How would you rate this field trip on a scale from 0 to 10? ,8
76,3a,Write three words or short phrases below that best describe how the program made you feel.,fun
76,3b,Write three words or short phrases below that best describe how the program made you feel.,cool
76,3c,Write three words or short phrases below that best describe how the program made you feel.,awesome
76,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
76,4b,"If yes, what will you do?",I would put bird houses and bird feeders and clean any trash from floor/ground.
76,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
76,6a,I believe in myself.,10
76,6b,I feel it is important to take good care of the environment.,10
76,6c,"Humans are a part of nature, not separate from it.",10
76,6d,I have the power to protect the environment.,10
76,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
76,6f,I can make a difference in my community.,10
76,7a,How different parts of the environment interact with each other.,8
76,7b,How people can change the environment.,10
76,7c,How changes in the environment can impact my life.,10
76,7d,How my actions affect the environment.,10
76,8a,Science.,8
76,8b,How to research things I am curious about.,10
76,8c,Learning about new subjects in school.,10
76,8d,Learning more about nature.,10
76,9a,Solving problems,8
76,9b,Using science to answer a question,8
76,9c,Listening to other people’s points of view,10
76,9d,Knowing how to do research,10
76,10a,Taught me something that will be useful to me in my future.,10
76,10b,Made me curious about something.,10
76,10c,Really made me think.,10
76,10d,Made me realize something I never imagined before.,10
76,10e,Made me think differently about the choices I make in my life.,10
76,11a,Help to protect the environment.,10
76,11b,Spend more time outside.,10
76,11c,Make a positive difference in my community.,10
76,11d,Listen more to other people's points of view.,10
76,11e,Talk with others about ways to protect the environment.,10
76,11f,Cooperate more with my classmates.,10
76,11g,Work harder in school.,10
76,11h,Pay more attention in class.,10
76,12a,I want to visit this place again.,10
76,12b,Knowing this place exists makes me feel good.,8
76,12c,I care about this place.,10
76,13,Are you a girl or a boy?,Girl
76,14,Which of the following best describes your racial or ethnic background?,Hispanic
77,1a,Your school’s name ,John J Duggan Academy
77,1b,Your grade level,8
77,2,How would you rate this field trip on a scale from 0 to 10? ,8
77,3a,Write three words or short phrases below that best describe how the program made you feel.,Relaxing
77,3b,Write three words or short phrases below that best describe how the program made you feel.,Happy
77,3c,Write three words or short phrases below that best describe how the program made you feel.,Excited
77,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
77,4b,"If yes, what will you do?",NA
77,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
77,6a,I believe in myself.,9
77,6b,I feel it is important to take good care of the environment.,9
77,6c,"Humans are a part of nature, not separate from it.",9
77,6d,I have the power to protect the environment.,9
77,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
77,6f,I can make a difference in my community.,9
77,7a,How different parts of the environment interact with each other.,8
77,7b,How people can change the environment.,8
77,7c,How changes in the environment can impact my life.,7
77,7d,How my actions affect the environment.,10
77,8a,Science.,8
77,8b,How to research things I am curious about.,9
77,8c,Learning about new subjects in school.,7
77,8d,Learning more about nature.,10
77,9a,Solving problems,9
77,9b,Using science to answer a question,10
77,9c,Listening to other people’s points of view,9
77,9d,Knowing how to do research,10
77,10a,Taught me something that will be useful to me in my future.,8
77,10b,Made me curious about something.,8
77,10c,Really made me think.,NA
77,10d,Made me realize something I never imagined before.,7
77,10e,Made me think differently about the choices I make in my life.,8
77,11a,Help to protect the environment.,9
77,11b,Spend more time outside.,9
77,11c,Make a positive difference in my community.,10
77,11d,Listen more to other people's points of view.,10
77,11e,Talk with others about ways to protect the environment.,9
77,11f,Cooperate more with my classmates.,10
77,11g,Work harder in school.,8
77,11h,Pay more attention in class.,9
77,12a,I want to visit this place again.,9
77,12b,Knowing this place exists makes me feel good.,8
77,12c,I care about this place.,7
77,13,Are you a girl or a boy?,Boy
77,14,Which of the following best describes your racial or ethnic background?,Asian
78,1a,Your school’s name ,John J Duggan
78,1b,Your grade level,8
78,2,How would you rate this field trip on a scale from 0 to 10? ,NA
78,3a,Write three words or short phrases below that best describe how the program made you feel.,Learned more about birds.
78,3b,Write three words or short phrases below that best describe how the program made you feel.,Boring sometimes
78,3c,Write three words or short phrases below that best describe how the program made you feel.,Outside a lot
78,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
78,4b,"If yes, what will you do?",Put a bird feeder outside of my house.
78,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",7
78,6a,I believe in myself.,10
78,6b,I feel it is important to take good care of the environment.,7
78,6c,"Humans are a part of nature, not separate from it.",10
78,6d,I have the power to protect the environment.,8
78,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
78,6f,I can make a difference in my community.,7
78,7a,How different parts of the environment interact with each other.,6
78,7b,How people can change the environment.,8
78,7c,How changes in the environment can impact my life.,8
78,7d,How my actions affect the environment.,9
78,8a,Science.,10
78,8b,How to research things I am curious about.,7
78,8c,Learning about new subjects in school.,4
78,8d,Learning more about nature.,10
78,9a,Solving problems,9
78,9b,Using science to answer a question,9
78,9c,Listening to other people’s points of view,7
78,9d,Knowing how to do research,6
78,10a,Taught me something that will be useful to me in my future.,8
78,10b,Made me curious about something.,7
78,10c,Really made me think.,4
78,10d,Made me realize something I never imagined before.,5
78,10e,Made me think differently about the choices I make in my life.,6
78,11a,Help to protect the environment.,7
78,11b,Spend more time outside.,7
78,11c,Make a positive difference in my community.,7
78,11d,Listen more to other people's points of view.,7
78,11e,Talk with others about ways to protect the environment.,8
78,11f,Cooperate more with my classmates.,7
78,11g,Work harder in school.,7
78,11h,Pay more attention in class.,8
78,12a,I want to visit this place again.,0
78,12b,Knowing this place exists makes me feel good.,5
78,12c,I care about this place.,2
78,13,Are you a girl or a boy?,Girl
78,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
79,1a,Your school’s name ,John J Duggan Academy
79,1b,Your grade level,8
79,2,How would you rate this field trip on a scale from 0 to 10? ,10
79,3a,Write three words or short phrases below that best describe how the program made you feel.,comfortable
79,3b,Write three words or short phrases below that best describe how the program made you feel.,excited
79,3c,Write three words or short phrases below that best describe how the program made you feel.,curious
79,4a,"As a result of this field trip, do you intend to do anything differently in your life",No
79,4b,"If yes, what will you do?",NA
79,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",8
79,6a,I believe in myself.,10
79,6b,I feel it is important to take good care of the environment.,10
79,6c,"Humans are a part of nature, not separate from it.",10
79,6d,I have the power to protect the environment.,8
79,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
79,6f,I can make a difference in my community.,3
79,7a,How different parts of the environment interact with each other.,8
79,7b,How people can change the environment.,6
79,7c,How changes in the environment can impact my life.,9
79,7d,How my actions affect the environment.,9
79,8a,Science.,10
79,8b,How to research things I am curious about.,9
79,8c,Learning about new subjects in school.,8
79,8d,Learning more about nature.,8
79,9a,Solving problems,10
79,9b,Using science to answer a question,10
79,9c,Listening to other people’s points of view,10
79,9d,Knowing how to do research,10
79,10a,Taught me something that will be useful to me in my future.,10
79,10b,Made me curious about something.,9
79,10c,Really made me think.,9
79,10d,Made me realize something I never imagined before.,10
79,10e,Made me think differently about the choices I make in my life.,9
79,11a,Help to protect the environment.,8
79,11b,Spend more time outside.,10
79,11c,Make a positive difference in my community.,2
79,11d,Listen more to other people's points of view.,9
79,11e,Talk with others about ways to protect the environment.,2
79,11f,Cooperate more with my classmates.,10
79,11g,Work harder in school.,10
79,11h,Pay more attention in class.,10
79,12a,I want to visit this place again.,10
79,12b,Knowing this place exists makes me feel good.,9
79,12c,I care about this place.,10
79,13,Are you a girl or a boy?,Boy
79,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent; Other (Irish)"
80,1a,Your school’s name ,John J Duggan Academy
80,1b,Your grade level,8
80,2,How would you rate this field trip on a scale from 0 to 10? ,9
80,3a,Write three words or short phrases below that best describe how the program made you feel.,Fun
80,3b,Write three words or short phrases below that best describe how the program made you feel.,Nice
80,3c,Write three words or short phrases below that best describe how the program made you feel.,Upbeat
80,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
80,4b,"If yes, what will you do?",recycle what needs to be recycled 
80,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
80,6a,I believe in myself.,10
80,6b,I feel it is important to take good care of the environment.,10
80,6c,"Humans are a part of nature, not separate from it.",10
80,6d,I have the power to protect the environment.,10
80,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
80,6f,I can make a difference in my community.,10
80,7a,How different parts of the environment interact with each other.,8
80,7b,How people can change the environment.,10
80,7c,How changes in the environment can impact my life.,9
80,7d,How my actions affect the environment.,10
80,8a,Science.,5
80,8b,How to research things I am curious about.,8
80,8c,Learning about new subjects in school.,9
80,8d,Learning more about nature.,8
80,9a,Solving problems,8
80,9b,Using science to answer a question,8
80,9c,Listening to other people’s points of view,9
80,9d,Knowing how to do research,8
80,10a,Taught me something that will be useful to me in my future.,9
80,10b,Made me curious about something.,10
80,10c,Really made me think.,8
80,10d,Made me realize something I never imagined before.,9
80,10e,Made me think differently about the choices I make in my life.,9
80,11a,Help to protect the environment.,9
80,11b,Spend more time outside.,9
80,11c,Make a positive difference in my community.,9
80,11d,Listen more to other people's points of view.,9
80,11e,Talk with others about ways to protect the environment.,8
80,11f,Cooperate more with my classmates.,9
80,11g,Work harder in school.,10
80,11h,Pay more attention in class.,7
80,12a,I want to visit this place again.,7
80,12b,Knowing this place exists makes me feel good.,9
80,12c,I care about this place.,9
80,13,Are you a girl or a boy?,Boy
80,14,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
81,1a,Your school’s name ,John J Duggan Academy
81,1b,Your grade level,NA
81,2,How would you rate this field trip on a scale from 0 to 10? ,8
81,3a,Write three words or short phrases below that best describe how the program made you feel.,Interesting
81,3b,Write three words or short phrases below that best describe how the program made you feel.,Knoledgde
81,3c,Write three words or short phrases below that best describe how the program made you feel.,Helpful
81,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
81,4b,"If yes, what will you do?",Clean birdfeeders more often
81,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",6
81,6a,I believe in myself.,8
81,6b,I feel it is important to take good care of the environment.,10
81,6c,"Humans are a part of nature, not separate from it.",10
81,6d,I have the power to protect the environment.,10
81,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
81,6f,I can make a difference in my community.,10
81,7a,How different parts of the environment interact with each other.,10
81,7b,How people can change the environment.,10
81,7c,How changes in the environment can impact my life.,7
81,7d,How my actions affect the environment.,10
81,8a,Science.,5
81,8b,How to research things I am curious about.,2
81,8c,Learning about new subjects in school.,3
81,8d,Learning more about nature.,6
81,9a,Solving problems,6
81,9b,Using science to answer a question,2
81,9c,Listening to other people’s points of view,10
81,9d,Knowing how to do research,7
81,10a,Taught me something that will be useful to me in my future.,8
81,10b,Made me curious about something.,7
81,10c,Really made me think.,NA
81,10d,Made me realize something I never imagined before.,6
81,10e,Made me think differently about the choices I make in my life.,8
81,11a,Help to protect the environment.,8
81,11b,Spend more time outside.,9
81,11c,Make a positive difference in my community.,10
81,11d,Listen more to other people's points of view.,10
81,11e,Talk with others about ways to protect the environment.,3
81,11f,Cooperate more with my classmates.,10
81,11g,Work harder in school.,10
81,11h,Pay more attention in class.,10
81,12a,I want to visit this place again.,7
81,12b,Knowing this place exists makes me feel good.,9
81,12c,I care about this place.,10
81,13,Are you a girl or a boy?,Girl
81,14,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
82,1a,Your school’s name ,John J Duggan Academy
82,1b,Your grade level,8
82,2,How would you rate this field trip on a scale from 0 to 10? ,10
82,3a,Write three words or short phrases below that best describe how the program made you feel.,happy
82,3b,Write three words or short phrases below that best describe how the program made you feel.,excited
82,3c,Write three words or short phrases below that best describe how the program made you feel.,included
82,4a,"As a result of this field trip, do you intend to do anything differently in your life",Yes
82,4b,"If yes, what will you do?",hang out in nature (the woods near my house) more
82,5,"How much do you feel you learned from this field trip, on a scale from 0 to 10?",9
82,6a,I believe in myself.,10
82,6b,I feel it is important to take good care of the environment.,10
82,6c,"Humans are a part of nature, not separate from it.",10
82,6d,I have the power to protect the environment.,10
82,6e,I  feel  confident  that  I  can  achieve  my  goals.  ,8
82,6f,I can make a difference in my community.,10
82,7a,How different parts of the environment interact with each other.,9
82,7b,How people can change the environment.,10
82,7c,How changes in the environment can impact my life.,10
82,7d,How my actions affect the environment.,10
82,8a,Science.,10
82,8b,How to research things I am curious about.,10
82,8c,Learning about new subjects in school.,9
82,8d,Learning more about nature.,10
82,9a,Solving problems,10
82,9b,Using science to answer a question,10
82,9c,Listening to other people’s points of view,10
82,9d,Knowing how to do research,9
82,10a,Taught me something that will be useful to me in my future.,10
82,10b,Made me curious about something.,10
82,10c,Really made me think.,10
82,10d,Made me realize something I never imagined before.,10
