student,question,qDetail,answer
79,1a,Your school’s name ,Van Sickle Academy
79,1b,Your grade level,7
79,2a,I believe in myself.,9
79,2b,I feel it is important to take good care of the environment.,7
79,2c,"Humans are a part of nature, not separate from it.",5
79,2d,I have the power to protect the environment.,4
79,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
79,2f,I can make a difference in my community.,6
79,3a,Science.,5
79,3b,How to research things I am curious about.,8
79,3c,Learning about new subjects in school.,7
79,3d,Learning more about nature.,6
79,4a,Solving problems,8
79,4b,Using science to answer a question,6
79,4c,Listening to other people’s points of view,7
79,4d,Knowing how to do research,7
79,5a,Help to protect the environment.,6
79,5b,Spend more time outside.,4
79,5c,Make a positive difference in my community.,7
79,5d,Listen more to other people's points of view.,8
79,5e,Talk with others about ways to protect the environment.,7
79,5f,Cooperate more with my classmates.,6
79,5g,Work harder in school.,9
79,5h,Pay more attention in class.,10
79,6,Are you a girl or a boy?,Rather not say
79,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
80,1a,Your school’s name ,Van Sickle Academy
80,1b,Your grade level,7
80,2a,I believe in myself.,5
80,2b,I feel it is important to take good care of the environment.,3
80,2c,"Humans are a part of nature, not separate from it.",9
80,2d,I have the power to protect the environment.,10
80,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
80,2f,I can make a difference in my community.,2
80,3a,Science.,8
80,3b,How to research things I am curious about.,3
80,3c,Learning about new subjects in school.,na
80,3d,Learning more about nature.,2
80,4a,Solving problems,5
80,4b,Using science to answer a question,9
80,4c,Listening to other people’s points of view,10
80,4d,Knowing how to do research,4
80,5a,Help to protect the environment.,4
80,5b,Spend more time outside.,7
80,5c,Make a positive difference in my community.,3
80,5d,Listen more to other people's points of view.,2
80,5e,Talk with others about ways to protect the environment.,0
80,5f,Cooperate more with my classmates.,7
80,5g,Work harder in school.,9
80,5h,Pay more attention in class.,10
80,6,Are you a girl or a boy?,Boy
80,7,Which of the following best describes your racial or ethnic background?,Hispanic
81,1a,Your school’s name ,Van Sickle Academy
81,1b,Your grade level,6
81,2a,I believe in myself.,2
81,2b,I feel it is important to take good care of the environment.,10
81,2c,"Humans are a part of nature, not separate from it.",10
81,2d,I have the power to protect the environment.,5
81,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,0
81,2f,I can make a difference in my community.,10
81,3a,Science.,0
81,3b,How to research things I am curious about.,10
81,3c,Learning about new subjects in school.,10
81,3d,Learning more about nature.,10
81,4a,Solving problems,5
81,4b,Using science to answer a question,0
81,4c,Listening to other people’s points of view,10
81,4d,Knowing how to do research,10
81,5a,Help to protect the environment.,2
81,5b,Spend more time outside.,10
81,5c,Make a positive difference in my community.,10
81,5d,Listen more to other people's points of view.,10
81,5e,Talk with others about ways to protect the environment.,0
81,5f,Cooperate more with my classmates.,5
81,5g,Work harder in school.,5
81,5h,Pay more attention in class.,4
81,6,Are you a girl or a boy?,Girl
81,7,Which of the following best describes your racial or ethnic background?,Hispanic & Mixed (two or more races)
82,1a,Your school’s name ,Van Sickle Academy
82,1b,Your grade level,6
82,2a,I believe in myself.,10
82,2b,I feel it is important to take good care of the environment.,10
82,2c,"Humans are a part of nature, not separate from it.",10
82,2d,I have the power to protect the environment.,10
82,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
82,2f,I can make a difference in my community.,10
82,3a,Science.,10
82,3b,How to research things I am curious about.,10
82,3c,Learning about new subjects in school.,10
82,3d,Learning more about nature.,10
82,4a,Solving problems,10
82,4b,Using science to answer a question,10
82,4c,Listening to other people’s points of view,10
82,4d,Knowing how to do research,10
82,5a,Help to protect the environment.,10
82,5b,Spend more time outside.,10
82,5c,Make a positive difference in my community.,10
82,5d,Listen more to other people's points of view.,10
82,5e,Talk with others about ways to protect the environment.,10
82,5f,Cooperate more with my classmates.,10
82,5g,Work harder in school.,10
82,5h,Pay more attention in class.,6
82,6,Are you a girl or a boy?,Rather not say
82,7,Which of the following best describes your racial or ethnic background?,Hispanic
83,1a,Your school’s name ,Van Sickle Academy
83,1b,Your grade level,6
83,2a,I believe in myself.,10
83,2b,I feel it is important to take good care of the environment.,10
83,2c,"Humans are a part of nature, not separate from it.",10
83,2d,I have the power to protect the environment.,10
83,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,5
83,2f,I can make a difference in my community.,10
83,3a,Science.,5
83,3b,How to research things I am curious about.,5
83,3c,Learning about new subjects in school.,10
83,3d,Learning more about nature.,5
83,4a,Solving problems,5
83,4b,Using science to answer a question,1
83,4c,Listening to other people’s points of view,10
83,4d,Knowing how to do research,5
83,5a,Help to protect the environment.,10
83,5b,Spend more time outside.,5
83,5c,Make a positive difference in my community.,5
83,5d,Listen more to other people's points of view.,10
83,5e,Talk with others about ways to protect the environment.,10
83,5f,Cooperate more with my classmates.,10
83,5g,Work harder in school.,5
83,5h,Pay more attention in class.,10
83,6,Are you a girl or a boy?,Boy
83,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
84,1a,Your school’s name ,Van Sickle Academy
84,1b,Your grade level,6
84,2a,I believe in myself.,10
84,2b,I feel it is important to take good care of the environment.,10
84,2c,"Humans are a part of nature, not separate from it.",10
84,2d,I have the power to protect the environment.,10
84,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
84,2f,I can make a difference in my community.,10
84,3a,Science.,10
84,3b,How to research things I am curious about.,10
84,3c,Learning about new subjects in school.,10
84,3d,Learning more about nature.,10
84,4a,Solving problems,10
84,4b,Using science to answer a question,10
84,4c,Listening to other people’s points of view,10
84,4d,Knowing how to do research,10
84,5a,Help to protect the environment.,10
84,5b,Spend more time outside.,10
84,5c,Make a positive difference in my community.,10
84,5d,Listen more to other people's points of view.,10
84,5e,Talk with others about ways to protect the environment.,10
84,5f,Cooperate more with my classmates.,10
84,5g,Work harder in school.,10
84,5h,Pay more attention in class.,10
84,6,Are you a girl or a boy?,Boy
84,7,Which of the following best describes your racial or ethnic background?,Hispanic & Mixed (two or more races)
85,1a,Your school’s name ,Van Sickle Academy
85,1b,Your grade level,7
85,2a,I believe in myself.,10
85,2b,I feel it is important to take good care of the environment.,10
85,2c,"Humans are a part of nature, not separate from it.",10
85,2d,I have the power to protect the environment.,10
85,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
85,2f,I can make a difference in my community.,10
85,3a,Science.,10
85,3b,How to research things I am curious about.,10
85,3c,Learning about new subjects in school.,10
85,3d,Learning more about nature.,10
85,4a,Solving problems,10
85,4b,Using science to answer a question,10
85,4c,Listening to other people’s points of view,10
85,4d,Knowing how to do research,10
85,5a,Help to protect the environment.,10
85,5b,Spend more time outside.,10
85,5c,Make a positive difference in my community.,10
85,5d,Listen more to other people's points of view.,10
85,5e,Talk with others about ways to protect the environment.,10
85,5f,Cooperate more with my classmates.,10
85,5g,Work harder in school.,10
85,5h,Pay more attention in class.,10
85,6,Are you a girl or a boy?,Girl
85,7,Which of the following best describes your racial or ethnic background?,Hispanic
86,1a,Your school’s name ,Van Sickle Academy
86,1b,Your grade level,7
86,2a,I believe in myself.,9
86,2b,I feel it is important to take good care of the environment.,9
86,2c,"Humans are a part of nature, not separate from it.",7
86,2d,I have the power to protect the environment.,5
86,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
86,2f,I can make a difference in my community.,10
86,3a,Science.,10
86,3b,How to research things I am curious about.,7
86,3c,Learning about new subjects in school.,9
86,3d,Learning more about nature.,9
86,4a,Solving problems,8
86,4b,Using science to answer a question,6
86,4c,Listening to other people’s points of view,6
86,4d,Knowing how to do research,9
86,5a,Help to protect the environment.,8
86,5b,Spend more time outside.,10
86,5c,Make a positive difference in my community.,9
86,5d,Listen more to other people's points of view.,8
86,5e,Talk with others about ways to protect the environment.,8
86,5f,Cooperate more with my classmates.,10
86,5g,Work harder in school.,10
86,5h,Pay more attention in class.,10
86,6,Are you a girl or a boy?,Boy
86,7,Which of the following best describes your racial or ethnic background?,na
87,1a,Your school’s name ,Van Sickle Academy
87,1b,Your grade level,7
87,2a,I believe in myself.,na
87,2b,I feel it is important to take good care of the environment.,7
87,2c,"Humans are a part of nature, not separate from it.",7
87,2d,I have the power to protect the environment.,7
87,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,7
87,2f,I can make a difference in my community.,7
87,3a,Science.,na
87,3b,How to research things I am curious about.,7
87,3c,Learning about new subjects in school.,5
87,3d,Learning more about nature.,7
87,4a,Solving problems,5
87,4b,Using science to answer a question,7
87,4c,Listening to other people’s points of view,6
87,4d,Knowing how to do research,7
87,5a,Help to protect the environment.,7
87,5b,Spend more time outside.,7
87,5c,Make a positive difference in my community.,8
87,5d,Listen more to other people's points of view.,7
87,5e,Talk with others about ways to protect the environment.,7
87,5f,Cooperate more with my classmates.,7
87,5g,Work harder in school.,9
87,5h,Pay more attention in class.,6
87,6,Are you a girl or a boy?,Boy
87,7,Which of the following best describes your racial or ethnic background?,Hispanic
88,1a,Your school’s name ,Van Sickle Academy
88,1b,Your grade level,6
88,2a,I believe in myself.,3
88,2b,I feel it is important to take good care of the environment.,10
88,2c,"Humans are a part of nature, not separate from it.",10
88,2d,I have the power to protect the environment.,10
88,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,3
88,2f,I can make a difference in my community.,8
88,3a,Science.,9
88,3b,How to research things I am curious about.,10
88,3c,Learning about new subjects in school.,6
88,3d,Learning more about nature.,4
88,4a,Solving problems,6
88,4b,Using science to answer a question,8
88,4c,Listening to other people’s points of view,10
88,4d,Knowing how to do research,9
88,5a,Help to protect the environment.,10
88,5b,Spend more time outside.,7
88,5c,Make a positive difference in my community.,4
88,5d,Listen more to other people's points of view.,10
88,5e,Talk with others about ways to protect the environment.,8
88,5f,Cooperate more with my classmates.,9
88,5g,Work harder in school.,10
88,5h,Pay more attention in class.,10
88,6,Are you a girl or a boy?,Girl
88,7,Which of the following best describes your racial or ethnic background?,Hispanic & mixed (two or more races)
89,1a,Your school’s name ,Van Sickle Academy
89,1b,Your grade level,6
89,2a,I believe in myself.,10
89,2b,I feel it is important to take good care of the environment.,10
89,2c,"Humans are a part of nature, not separate from it.",10
89,2d,I have the power to protect the environment.,10
89,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
89,2f,I can make a difference in my community.,10
89,3a,Science.,1
89,3b,How to research things I am curious about.,6
89,3c,Learning about new subjects in school.,10
89,3d,Learning more about nature.,10
89,4a,Solving problems,8
89,4b,Using science to answer a question,9
89,4c,Listening to other people’s points of view,na
89,4d,Knowing how to do research,5
89,5a,Help to protect the environment.,9
89,5b,Spend more time outside.,na
89,5c,Make a positive difference in my community.,6
89,5d,Listen more to other people's points of view.,na
89,5e,Talk with others about ways to protect the environment.,9
89,5f,Cooperate more with my classmates.,9
89,5g,Work harder in school.,10
89,5h,Pay more attention in class.,10
89,6,Are you a girl or a boy?,Boy
89,7,Which of the following best describes your racial or ethnic background?,"White, not of Hispanic descent"
90,1a,Your school’s name ,Van Sickle Academy
90,1b,Your grade level,6
90,2a,I believe in myself.,1
90,2b,I feel it is important to take good care of the environment.,10
90,2c,"Humans are a part of nature, not separate from it.",10
90,2d,I have the power to protect the environment.,8
90,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
90,2f,I can make a difference in my community.,0
90,3a,Science.,5
90,3b,How to research things I am curious about.,2
90,3c,Learning about new subjects in school.,7
90,3d,Learning more about nature.,9
90,4a,Solving problems,5
90,4b,Using science to answer a question,3
90,4c,Listening to other people’s points of view,7
90,4d,Knowing how to do research,8
90,5a,Help to protect the environment.,7
90,5b,Spend more time outside.,6
90,5c,Make a positive difference in my community.,6
90,5d,Listen more to other people's points of view.,6
90,5e,Talk with others about ways to protect the environment.,5
90,5f,Cooperate more with my classmates.,4
90,5g,Work harder in school.,7
90,5h,Pay more attention in class.,5
90,6,Are you a girl or a boy?,Rather not say
90,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
91,1a,Your school’s name ,Van Sickle Academy
91,1b,Your grade level,6
91,2a,I believe in myself.,10
91,2b,I feel it is important to take good care of the environment.,10
91,2c,"Humans are a part of nature, not separate from it.",10
91,2d,I have the power to protect the environment.,10
91,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
91,2f,I can make a difference in my community.,10
91,3a,Science.,5
91,3b,How to research things I am curious about.,5
91,3c,Learning about new subjects in school.,5
91,3d,Learning more about nature.,5
91,4a,Solving problems,7
91,4b,Using science to answer a question,7
91,4c,Listening to other people’s points of view,7
91,4d,Knowing how to do research,7
91,5a,Help to protect the environment.,9
91,5b,Spend more time outside.,9
91,5c,Make a positive difference in my community.,9
91,5d,Listen more to other people's points of view.,9
91,5e,Talk with others about ways to protect the environment.,9
91,5f,Cooperate more with my classmates.,9
91,5g,Work harder in school.,9
91,5h,Pay more attention in class.,9
91,6,Are you a girl or a boy?,Rather not say
91,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
92,1a,Your school’s name ,Van Sickle Academy
92,1b,Your grade level,6
92,2a,I believe in myself.,10
92,2b,I feel it is important to take good care of the environment.,10
92,2c,"Humans are a part of nature, not separate from it.",10
92,2d,I have the power to protect the environment.,10
92,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
92,2f,I can make a difference in my community.,10
92,3a,Science.,8
92,3b,How to research things I am curious about.,10
92,3c,Learning about new subjects in school.,7
92,3d,Learning more about nature.,10
92,4a,Solving problems,10
92,4b,Using science to answer a question,10
92,4c,Listening to other people’s points of view,10
92,4d,Knowing how to do research,10
92,5a,Help to protect the environment.,10
92,5b,Spend more time outside.,10
92,5c,Make a positive difference in my community.,10
92,5d,Listen more to other people's points of view.,10
92,5e,Talk with others about ways to protect the environment.,10
92,5f,Cooperate more with my classmates.,10
92,5g,Work harder in school.,10
92,5h,Pay more attention in class.,10
92,6,Are you a girl or a boy?,Boy
92,7,Which of the following best describes your racial or ethnic background?,"Black, not of Hispanic descent"
93,1a,Your school’s name ,Van Sickle Academy
93,1b,Your grade level,6
93,2a,I believe in myself.,0
93,2b,I feel it is important to take good care of the environment.,10
93,2c,"Humans are a part of nature, not separate from it.",10
93,2d,I have the power to protect the environment.,10
93,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,4
93,2f,I can make a difference in my community.,7
93,3a,Science.,8
93,3b,How to research things I am curious about.,5
93,3c,Learning about new subjects in school.,3
93,3d,Learning more about nature.,7
93,4a,Solving problems,7
93,4b,Using science to answer a question,4
93,4c,Listening to other people’s points of view,8
93,4d,Knowing how to do research,10
93,5a,Help to protect the environment.,5
93,5b,Spend more time outside.,3
93,5c,Make a positive difference in my community.,na
93,5d,Listen more to other people's points of view.,na
93,5e,Talk with others about ways to protect the environment.,5
93,5f,Cooperate more with my classmates.,2
93,5g,Work harder in school.,4
93,5h,Pay more attention in class.,7
93,6,Are you a girl or a boy?,Rather not say
93,7,Which of the following best describes your racial or ethnic background?,Hispanic
94,1a,Your school’s name ,Van Sickle Academy
94,1b,Your grade level,7
94,2a,I believe in myself.,10
94,2b,I feel it is important to take good care of the environment.,10
94,2c,"Humans are a part of nature, not separate from it.",10
94,2d,I have the power to protect the environment.,10
94,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
94,2f,I can make a difference in my community.,10
94,3a,Science.,10
94,3b,How to research things I am curious about.,10
94,3c,Learning about new subjects in school.,10
94,3d,Learning more about nature.,10
94,4a,Solving problems,10
94,4b,Using science to answer a question,10
94,4c,Listening to other people’s points of view,9
94,4d,Knowing how to do research,10
94,5a,Help to protect the environment.,10
94,5b,Spend more time outside.,10
94,5c,Make a positive difference in my community.,10
94,5d,Listen more to other people's points of view.,10
94,5e,Talk with others about ways to protect the environment.,10
94,5f,Cooperate more with my classmates.,10
94,5g,Work harder in school.,10
94,5h,Pay more attention in class.,10
94,6,Are you a girl or a boy?,Boy
94,7,Which of the following best describes your racial or ethnic background?,American Indian or Alaskan Native
95,1a,Your school’s name ,Van Sickle Academy
95,1b,Your grade level,7
95,2a,I believe in myself.,10
95,2b,I feel it is important to take good care of the environment.,10
95,2c,"Humans are a part of nature, not separate from it.",10
95,2d,I have the power to protect the environment.,10
95,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
95,2f,I can make a difference in my community.,10
95,3a,Science.,10
95,3b,How to research things I am curious about.,10
95,3c,Learning about new subjects in school.,7
95,3d,Learning more about nature.,10
95,4a,Solving problems,5
95,4b,Using science to answer a question,4
95,4c,Listening to other people’s points of view,10
95,4d,Knowing how to do research,4
95,5a,Help to protect the environment.,7
95,5b,Spend more time outside.,10
95,5c,Make a positive difference in my community.,8
95,5d,Listen more to other people's points of view.,6
95,5e,Talk with others about ways to protect the environment.,3
95,5f,Cooperate more with my classmates.,5
95,5g,Work harder in school.,8
95,5h,Pay more attention in class.,10
95,6,Are you a girl or a boy?,Boy
95,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
96,1a,Your school’s name ,Van Sickle Academy
96,1b,Your grade level,7
96,2a,I believe in myself.,8
96,2b,I feel it is important to take good care of the environment.,10
96,2c,"Humans are a part of nature, not separate from it.",10
96,2d,I have the power to protect the environment.,2
96,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,2
96,2f,I can make a difference in my community.,0
96,3a,Science.,7
96,3b,How to research things I am curious about.,7
96,3c,Learning about new subjects in school.,7
96,3d,Learning more about nature.,7
96,4a,Solving problems,5
96,4b,Using science to answer a question,5
96,4c,Listening to other people’s points of view,5
96,4d,Knowing how to do research,9
96,5a,Help to protect the environment.,0
96,5b,Spend more time outside.,0
96,5c,Make a positive difference in my community.,0
96,5d,Listen more to other people's points of view.,0
96,5e,Talk with others about ways to protect the environment.,0
96,5f,Cooperate more with my classmates.,3
96,5g,Work harder in school.,5
96,5h,Pay more attention in class.,5
96,6,Are you a girl or a boy?,Rather not say
96,7,Which of the following best describes your racial or ethnic background?,Asian
97,1a,Your school’s name ,Van Sickle Academy
97,1b,Your grade level,6
97,2a,I believe in myself.,10
97,2b,I feel it is important to take good care of the environment.,10
97,2c,"Humans are a part of nature, not separate from it.",2
97,2d,I have the power to protect the environment.,10
97,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,3
97,2f,I can make a difference in my community.,4
97,3a,Science.,na
97,3b,How to research things I am curious about.,4
97,3c,Learning about new subjects in school.,5
97,3d,Learning more about nature.,8
97,4a,Solving problems,10
97,4b,Using science to answer a question,6
97,4c,Listening to other people’s points of view,7
97,4d,Knowing how to do research,2
97,5a,Help to protect the environment.,7
97,5b,Spend more time outside.,9
97,5c,Make a positive difference in my community.,10
97,5d,Listen more to other people's points of view.,4
97,5e,Talk with others about ways to protect the environment.,6
97,5f,Cooperate more with my classmates.,7
97,5g,Work harder in school.,4
97,5h,Pay more attention in class.,5
97,6,Are you a girl or a boy?,Boy
97,7,Which of the following best describes your racial or ethnic background?,Hispanic
98,1a,Your school’s name ,Van Sickle Academy
98,1b,Your grade level,7
98,2a,I believe in myself.,8
98,2b,I feel it is important to take good care of the environment.,10
98,2c,"Humans are a part of nature, not separate from it.",9
98,2d,I have the power to protect the environment.,10
98,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,9
98,2f,I can make a difference in my community.,10
98,3a,Science.,8
98,3b,How to research things I am curious about.,9
98,3c,Learning about new subjects in school.,4
98,3d,Learning more about nature.,6
98,4a,Solving problems,9
98,4b,Using science to answer a question,8
98,4c,Listening to other people’s points of view,7
98,4d,Knowing how to do research,10
98,5a,Help to protect the environment.,7
98,5b,Spend more time outside.,10
98,5c,Make a positive difference in my community.,8
98,5d,Listen more to other people's points of view.,8
98,5e,Talk with others about ways to protect the environment.,6
98,5f,Cooperate more with my classmates.,10
98,5g,Work harder in school.,9
98,5h,Pay more attention in class.,7
98,6,Are you a girl or a boy?,Boy
98,7,Which of the following best describes your racial or ethnic background?,Mixed (two or more races)
99,1a,Your school’s name ,Van Sickle Academy
99,1b,Your grade level,na
99,2a,I believe in myself.,10
99,2b,I feel it is important to take good care of the environment.,9
99,2c,"Humans are a part of nature, not separate from it.",0
99,2d,I have the power to protect the environment.,5
99,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,6
99,2f,I can make a difference in my community.,5
99,3a,Science.,8
99,3b,How to research things I am curious about.,5
99,3c,Learning about new subjects in school.,5
99,3d,Learning more about nature.,3
99,4a,Solving problems,5
99,4b,Using science to answer a question,6
99,4c,Listening to other people’s points of view,6
99,4d,Knowing how to do research,7
99,5a,Help to protect the environment.,7
99,5b,Spend more time outside.,6
99,5c,Make a positive difference in my community.,6
99,5d,Listen more to other people's points of view.,5
99,5e,Talk with others about ways to protect the environment.,7
99,5f,Cooperate more with my classmates.,9
99,5g,Work harder in school.,9
99,5h,Pay more attention in class.,5
99,6,Are you a girl or a boy?,na
99,7,Which of the following best describes your racial or ethnic background?,Other
100,1a,Your school’s name ,Van Sickle Academy
100,1b,Your grade level,7
100,2a,I believe in myself.,10
100,2b,I feel it is important to take good care of the environment.,10
100,2c,"Humans are a part of nature, not separate from it.",9
100,2d,I have the power to protect the environment.,10
100,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
100,2f,I can make a difference in my community.,10
100,3a,Science.,9
100,3b,How to research things I am curious about.,10
100,3c,Learning about new subjects in school.,10
100,3d,Learning more about nature.,10
100,4a,Solving problems,10
100,4b,Using science to answer a question,10
100,4c,Listening to other people’s points of view,9
100,4d,Knowing how to do research,10
100,5a,Help to protect the environment.,9
100,5b,Spend more time outside.,10
100,5c,Make a positive difference in my community.,10
100,5d,Listen more to other people's points of view.,10
100,5e,Talk with others about ways to protect the environment.,9
100,5f,Cooperate more with my classmates.,10
100,5g,Work harder in school.,10
100,5h,Pay more attention in class.,10
100,6,Are you a girl or a boy?,Boy
100,7,Which of the following best describes your racial or ethnic background?,Hispanic
101,1a,Your school’s name ,Van Sickle Academy
101,1b,Your grade level,6
101,2a,I believe in myself.,10
101,2b,I feel it is important to take good care of the environment.,10
101,2c,"Humans are a part of nature, not separate from it.",10
101,2d,I have the power to protect the environment.,10
101,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
101,2f,I can make a difference in my community.,10
101,3a,Science.,9
101,3b,How to research things I am curious about.,6
101,3c,Learning about new subjects in school.,10
101,3d,Learning more about nature.,10
101,4a,Solving problems,10
101,4b,Using science to answer a question,7
101,4c,Listening to other people’s points of view,10
101,4d,Knowing how to do research,8
101,5a,Help to protect the environment.,10
101,5b,Spend more time outside.,10
101,5c,Make a positive difference in my community.,10
101,5d,Listen more to other people's points of view.,10
101,5e,Talk with others about ways to protect the environment.,10
101,5f,Cooperate more with my classmates.,10
101,5g,Work harder in school.,10
101,5h,Pay more attention in class.,10
101,6,Are you a girl or a boy?,Girl
101,7,Which of the following best describes your racial or ethnic background?,Hispanic
102,1a,Your school’s name ,Van Sickle Academy
102,1b,Your grade level,6
102,2a,I believe in myself.,10
102,2b,I feel it is important to take good care of the environment.,10
102,2c,"Humans are a part of nature, not separate from it.",10
102,2d,I have the power to protect the environment.,10
102,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
102,2f,I can make a difference in my community.,10
102,3a,Science.,10
102,3b,How to research things I am curious about.,10
102,3c,Learning about new subjects in school.,10
102,3d,Learning more about nature.,10
102,4a,Solving problems,10
102,4b,Using science to answer a question,10
102,4c,Listening to other people’s points of view,10
102,4d,Knowing how to do research,10
102,5a,Help to protect the environment.,10
102,5b,Spend more time outside.,10
102,5c,Make a positive difference in my community.,10
102,5d,Listen more to other people's points of view.,10
102,5e,Talk with others about ways to protect the environment.,10
102,5f,Cooperate more with my classmates.,10
102,5g,Work harder in school.,10
102,5h,Pay more attention in class.,10
102,6,Are you a girl or a boy?,Boy
102,7,Which of the following best describes your racial or ethnic background?,Hispanic
103,1a,Your school’s name ,Van Sickle Academy
103,1b,Your grade level,6
103,2a,I believe in myself.,10
103,2b,I feel it is important to take good care of the environment.,10
103,2c,"Humans are a part of nature, not separate from it.",10
103,2d,I have the power to protect the environment.,10
103,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
103,2f,I can make a difference in my community.,10
103,3a,Science.,10
103,3b,How to research things I am curious about.,10
103,3c,Learning about new subjects in school.,10
103,3d,Learning more about nature.,10
103,4a,Solving problems,10
103,4b,Using science to answer a question,8
103,4c,Listening to other people’s points of view,10
103,4d,Knowing how to do research,10
103,5a,Help to protect the environment.,10
103,5b,Spend more time outside.,10
103,5c,Make a positive difference in my community.,10
103,5d,Listen more to other people's points of view.,10
103,5e,Talk with others about ways to protect the environment.,10
103,5f,Cooperate more with my classmates.,10
103,5g,Work harder in school.,10
103,5h,Pay more attention in class.,10
103,6,Are you a girl or a boy?,Boy
103,7,Which of the following best describes your racial or ethnic background?,Hispanic
104,1a,Your school’s name ,Van Sickle Academy
104,1b,Your grade level,6
104,2a,I believe in myself.,10
104,2b,I feel it is important to take good care of the environment.,10
104,2c,"Humans are a part of nature, not separate from it.",10
104,2d,I have the power to protect the environment.,10
104,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
104,2f,I can make a difference in my community.,10
104,3a,Science.,9
104,3b,How to research things I am curious about.,10
104,3c,Learning about new subjects in school.,10
104,3d,Learning more about nature.,8
104,4a,Solving problems,7
104,4b,Using science to answer a question,6
104,4c,Listening to other people’s points of view,9
104,4d,Knowing how to do research,10
104,5a,Help to protect the environment.,10
104,5b,Spend more time outside.,10
104,5c,Make a positive difference in my community.,10
104,5d,Listen more to other people's points of view.,10
104,5e,Talk with others about ways to protect the environment.,10
104,5f,Cooperate more with my classmates.,10
104,5g,Work harder in school.,10
104,5h,Pay more attention in class.,10
104,6,Are you a girl or a boy?,Boy
104,7,Which of the following best describes your racial or ethnic background?,"Hispanic, Mixed"
105,1a,Your school’s name ,Van Sickle Academy
105,1b,Your grade level,6
105,2a,I believe in myself.,10
105,2b,I feel it is important to take good care of the environment.,10
105,2c,"Humans are a part of nature, not separate from it.",10
105,2d,I have the power to protect the environment.,9
105,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
105,2f,I can make a difference in my community.,10
105,3a,Science.,10
105,3b,How to research things I am curious about.,10
105,3c,Learning about new subjects in school.,10
105,3d,Learning more about nature.,10
105,4a,Solving problems,10
105,4b,Using science to answer a question,9
105,4c,Listening to other people’s points of view,9
105,4d,Knowing how to do research,9
105,5a,Help to protect the environment.,10
105,5b,Spend more time outside.,10
105,5c,Make a positive difference in my community.,10
105,5d,Listen more to other people's points of view.,10
105,5e,Talk with others about ways to protect the environment.,10
105,5f,Cooperate more with my classmates.,10
105,5g,Work harder in school.,10
105,5h,Pay more attention in class.,10
105,6,Are you a girl or a boy?,Boy
105,7,Which of the following best describes your racial or ethnic background?,Hispanic
106,1a,Your school’s name ,Van Sickle Academy
106,1b,Your grade level,6
106,2a,I believe in myself.,10
106,2b,I feel it is important to take good care of the environment.,10
106,2c,"Humans are a part of nature, not separate from it.",10
106,2d,I have the power to protect the environment.,10
106,2e,I  feel  confident  that  I  can  achieve  my  goals.  ,10
106,2f,I can make a difference in my community.,10
106,3a,Science.,9
106,3b,How to research things I am curious about.,10
106,3c,Learning about new subjects in school.,7
106,3d,Learning more about nature.,10
106,4a,Solving problems,8
106,4b,Using science to answer a question,7
106,4c,Listening to other people’s points of view,9
106,4d,Knowing how to do research,8
106,5a,Help to protect the environment.,10
106,5b,Spend more time outside.,10
106,5c,Make a positive difference in my community.,10
106,5d,Listen more to other people's points of view.,10
106,5e,Talk with others about ways to protect the environment.,10
106,5f,Cooperate more with my classmates.,10
106,5g,Work harder in school.,10
106,5h,Pay more attention in class.,10
106,6,Are you a girl or a boy?,Girl
106,7,Which of the following best describes your racial or ethnic background?,Hispanic
107,1a,Your school’s name ,Van Sickle Academy
107,1b,Your grade level,6
107,2a,I believe in myself.,10
107,2b,I feel it is important to take good care of the environment.,10
